,Name,Platform,Year,Genre,Publisher,Sales,region
8678,Culdcept,3DS,2012,Misc,Nintendo,0.0,Other
8679,Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.01,Other
8681,WWE '13,Wii,2012,Action,THQ,0.01,Other
8682,MX 2002 Featuring Ricky Carmichael,GBA,2001,Racing,THQ,0.0,Other
8683,Halo Triple Pack,XB,2005,Shooter,Microsoft Game Studios,0.01,Other
8684,Street Racer,PS,1996,Racing,Ubisoft,0.01,Other
8685,Bomberman,DS,2005,Puzzle,Ubisoft,0.01,Other
8686,NBA 2K3,GC,2002,Sports,Sega,0.0,Other
8688,NHL 2005,XB,2004,Sports,Electronic Arts,0.01,Other
8689,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010,Sports,Konami Digital Entertainment,0.0,Other
8690,Infected,PSP,2005,Shooter,THQ,0.01,Other
8693,Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011,Role-Playing,Square Enix,0.0,Other
8695,Block Party,Wii,2008,Misc,Activision,0.01,Other
8696,Toriko: Gourmet Monsters!,3DS,2012,Role-Playing,Namco Bandai Games,0.0,Other
8697,The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,0.01,Other
8699,Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.02,Other
8700,The Idolm@ster 2,PS3,2011,Misc,Namco Bandai Games,0.0,Other
8701,Space Camp,DS,2009,Action,Activision,0.01,Other
8702,Imagine: Music Fest,DS,2009,Simulation,Ubisoft,0.01,Other
8705,Ultimate Spider-Man,DS,2005,Action,Activision,0.01,Other
8712,Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0.01,Other
8713,Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.02,Other
8714,Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.01,Other
8715,Mat Hoffman's Pro BMX 2,GBA,2002,Sports,Activision,0.0,Other
8716,Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,0.01,Other
8717,Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0.01,Other
8719,Bleach: Dark Souls,DS,2007,Fighting,Sega,0.01,Other
8721,Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,0.0,Other
8723,FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,0.01,Other
8725,F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.03,Other
8726,de Blob 2,X360,2011,Platform,THQ,0.01,Other
8727,"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0.02,Other
8728,Hot Wheels: Battle Force 5,DS,2009,Racing,Activision,0.01,Other
8729,James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,0.02,Other
8731,Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,0.01,Other
8734,Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.01,Other
8735,Space Invaders Extreme,DS,2008,Shooter,Square Enix,0.01,Other
8738,All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.01,Other
8739,Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007,Role-Playing,Namco Bandai Games,0.0,Other
8741,Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios,0.01,Other
8742,Stormrise,X360,2009,Strategy,Sega,0.01,Other
8743,NHL 2K10,PS3,2009,Sports,Take-Two Interactive,0.01,Other
8744,FIFA Street 2,PSP,2006,Sports,Electronic Arts,0.03,Other
8745,Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.0,Other
8748,Knockout Kings 2003,GC,2002,Sports,Electronic Arts,0.0,Other
8749,NCAA Football 2004,GC,2003,Sports,Electronic Arts,0.0,Other
8751,NHL 17,XOne,2016,Sports,Electronic Arts,0.02,Other
8753,Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.01,Other
8754,Digimon World 4,PS2,2005,Role-Playing,Atari,0.02,Other
8755,Cars: Race-O-Rama,X360,2009,Racing,THQ,0.01,Other
8756,Disney's Story Studio: Disney's Mulan,PS,1999,Misc,Sony Computer Entertainment,0.01,Other
8757,Klax,2600,1989,Puzzle,Atari,0.0,Other
8758,Pressure Cooker,2600,1982,Action,Activision,0.0,Other
8759,Saturn Bomberman,SAT,1996,Puzzle,Sega,0.0,Other
8761,Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,Sports,Konami Digital Entertainment,0.0,Other
8762,The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0.02,Other
8764,Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,0.01,Other
8765,Murdered: Soul Suspect,PS3,2014,Action,Square Enix,0.02,Other
8768,Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,0.01,Other
8769,The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.01,Other
8771,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Fighting,Namco Bandai Games,0.01,Other
8772,Scooby-Doo! Unmasked,GC,2005,Platform,THQ,0.0,Other
8775,Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.01,Other
8776,Enthusia Professional Racing,PS2,2005,Racing,Konami Digital Entertainment,0.02,Other
8777,NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,0.02,Other
8778,Get On Da Mic,PS2,2004,Misc,Eidos Interactive,0.02,Other
8779,Heroes of Mana,DS,2007,Strategy,Square Enix,0.01,Other
8780,Jurassic: The Hunted,Wii,2009,Shooter,Activision,0.01,Other
8785,Jikkyou Powerful Pro Yakyuu 2009,PS2,2009,Sports,Konami Digital Entertainment,0.0,Other
8786,Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.02,Other
8788,Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,0.01,Other
8789,Kidou Senkan Nadesico,SAT,1997,Strategy,Sega,0.0,Other
8791,Frogger's Adventures: The Rescue,GC,2003,Platform,Konami Digital Entertainment,0.0,Other
8792,The Incredibles: Rise of the Underminer,DS,2005,Action,THQ,0.01,Other
8793,Darksiders,PC,2010,Action,THQ,0.02,Other
8796,Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.01,Other
8797,MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.01,Other
8798,The Fairly Odd Parents: Clash with the Anti-World,GBA,2005,Adventure,THQ,0.0,Other
8799,Theatrhythm Dragon Quest,3DS,2015,Misc,Square Enix,0.0,Other
8800,Major League Baseball 2K10,DS,2010,Sports,Take-Two Interactive,0.01,Other
8801,Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.01,Other
8802,Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision,0.01,Other
8804,Thor: God of Thunder,PS3,2011,Action,Sega,0.02,Other
8805,Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,0.02,Other
8807,GoldenEye 007 (2010),DS,2010,Action,Activision,0.01,Other
8808,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012,Action,Konami Digital Entertainment,0.0,Other
8809,All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0.0,Other
8811,Gundam Breaker 2,PSV,2014,Action,Namco Bandai Games,0.0,Other
8812,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.0,Other
8815,World Series Baseball 2K3,XB,2003,Sports,Sega,0.01,Other
8816,Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.01,Other
8817,Kowloon's Gate,PS,1997,Adventure,Sony Computer Entertainment,0.01,Other
8818,Killer7,GC,2005,Action,Capcom,0.0,Other
8819,Kingdom of Paradise,PSP,2005,Role-Playing,Sony Computer Entertainment,0.01,Other
8821,NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.02,Other
8822,The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,0.02,Other
8824,Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.0,Other
8826,FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,0.01,Other
8828,Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.01,Other
8829,Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.01,Other
8830,Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,0.0,Other
8831,Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,0.01,Other
8832,Indigo Prophecy,PS2,2005,Adventure,Atari,0.02,Other
8835,NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,0.02,Other
8837,Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.01,Other
8841,NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.01,Other
8842,Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,0.02,Other
8843,Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0.02,Other
8845,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,0.01,Other
8846,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,0.0,Other
8847,Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.01,Other
8849,F1 2001,PS2,2001,Racing,Electronic Arts,0.02,Other
8852,J-League Victory Goal,SAT,1995,Sports,Sega,0.0,Other
8853,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,0.03,Other
8854,Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,0.0,Other
8855,White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,0.02,Other
8857,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,0.0,Other
8858,History Civil War: Secret Missions,PS2,2008,Shooter,Activision,0.02,Other
8859,NHL 09,PS2,2008,Sports,Electronic Arts,0.02,Other
8860,Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.02,Other
8863,Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive,0.0,Other
8868,Petz: Dogz Talent Show,DS,2009,Simulation,Ubisoft,0.01,Other
8869,T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.01,Other
8874,Virtua Tennis 4,Wii,2011,Sports,Sega,0.02,Other
8875,Tetris Attack,SNES,1995,Puzzle,Nintendo,0.0,Other
8877,BloodRayne 2,XB,2004,Shooter,THQ,0.01,Other
8878,Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.01,Other
8879,Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.01,Other
8880,Jaws Unleashed,XB,2006,Action,THQ,0.01,Other
8881,Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,0.0,Other
8883,X-Men: The Official Game,GC,2006,Action,Activision,0.0,Other
8889,Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,0.01,Other
8891,Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,0.01,Other
8892,DreamWorks Super Star Kartz,Wii,2011,Racing,Activision,0.01,Other
8893,Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,0.0,Other
8894,187: Ride or Die,PS2,2005,Racing,Ubisoft,0.02,Other
8895,Curious George,GC,2006,Action,Namco Bandai Games,0.0,Other
8897,Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.01,Other
8898,Geist,GC,2005,Adventure,Nintendo,0.0,Other
8900,Cardinal Syn,PS,1998,Fighting,Sony Computer Entertainment,0.01,Other
8901,Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,0.01,Other
8902,Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,0.0,Other
8904,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,0.0,Other
8905,Ridge Racer DS,DS,2004,Racing,Namco Bandai Games,0.01,Other
8907,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,0.01,Other
8908,Super Street Fighter II,GEN,1993,Fighting,Capcom,0.0,Other
8909,Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Action,Konami Digital Entertainment,0.0,Other
8910,Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0.0,Other
8911,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Sports,Konami Digital Entertainment,0.01,Other
8913,Power Pro Kun Pocket 9,DS,2006,Sports,Konami Digital Entertainment,0.0,Other
8915,Gallop & Ride!,Wii,2008,Sports,THQ,0.01,Other
8916,Shenmue II,DC,2001,Adventure,Sega,0.0,Other
8917,Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,0.02,Other
8918,Capcom Classics Collection,XB,2005,Misc,Capcom,0.01,Other
8921,Prince of Persia: The Two Thrones,GC,2005,Action,Ubisoft,0.0,Other
8923,Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,0.01,Other
8924,Pac-Man World 3,XB,2005,Platform,Namco Bandai Games,0.01,Other
8927,Phantasy Star Online Episode I & II,XB,2003,Role-Playing,Sega,0.01,Other
8930,Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.01,Other
8933,Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,0.01,Other
8934,NHL 2K10,X360,2009,Sports,Take-Two Interactive,0.01,Other
8935,Batman Begins,GC,2005,Action,Electronic Arts,0.0,Other
8936,Toy Story Racer,PS,2001,Racing,Activision,0.01,Other
8937,Yakuza: Ishin,PS4,2014,Action,Sega,0.0,Other
8939,Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft,0.01,Other
8940,Mobile Suit Gundam: Perfect One Year War,PS,1997,Strategy,Namco Bandai Games,0.01,Other
8943,DrumMania,PS2,2000,Simulation,Konami Digital Entertainment,0.0,Other
8944,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Action,Konami Digital Entertainment,0.0,Other
8947,Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.01,Other
8948,Arena Football,XB,2006,Sports,Electronic Arts,0.01,Other
8949,Tamagotchi no Narikiri Channel,DS,2009,Role-Playing,Namco Bandai Games,0.0,Other
8950,Power Pro Kun Pocket 1+2,GBA,2004,Sports,Konami Digital Entertainment,0.0,Other
8951,Rayman Origins,3DS,2012,Platform,Ubisoft,0.01,Other
8952,Thor: God of Thunder,X360,2011,Action,Sega,0.01,Other
8953,Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,0.0,Other
8957,Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.01,Other
8960,Alien: Isolation,PC,2014,Shooter,Sega,0.01,Other
8961,High Velocity Bowling,PS3,2010,Sports,Sony Computer Entertainment,0.01,Other
8962,Tamagotchi Collection,DS,2011,Misc,Namco Bandai Games,0.0,Other
8963,Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,0.01,Other
8965,Backyard Sports: Sandlot Sluggers,DS,2010,Sports,Atari,0.01,Other
8966,Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,0.01,Other
8968,Tom Clancy's Ghost Recon,GC,2003,Shooter,Ubisoft,0.0,Other
8969,Dance Dance Revolution (North America),PS,2001,Simulation,Konami Digital Entertainment,0.01,Other
8970,Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.01,Other
8971,Mad Dash Racing,XB,2001,Racing,Eidos Interactive,0.01,Other
8972,Dreamworks 2-in-1 Party Pack,DS,2010,Misc,Activision,0.01,Other
8973,Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0.0,Other
8974,MotoGP 2: Ultimate Racing Technology,PS2,2001,Racing,Sony Computer Entertainment,0.02,Other
8976,Travel Games For Dummies,DS,2008,Misc,Electronic Arts,0.01,Other
8979,Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,0.01,Other
8980,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,Fighting,Namco Bandai Games,0.0,Other
8981,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,0.0,Other
8982,Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,0.0,Other
8983,Cars: Mater-National Championship,X360,2007,Racing,THQ,0.01,Other
8984,Making History: The Great War,Wii,2010,Strategy,Namco Bandai Games,0.0,Other
8985,Drawn to Life Collection,DS,2010,Misc,THQ,0.01,Other
8987,Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,0.01,Other
8989,Moshi Monsters: Katsuma Unleashed,DS,2013,Action,Activision,0.02,Other
8992,MLB SlugFest 20-03,GC,2002,Sports,Midway Games,0.0,Other
8993,Tamagotchi no Appare! Niji Venture,DS,2007,Role-Playing,Namco Bandai Games,0.0,Other
8994,Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.01,Other
8997,Mega Man Powered Up,PSP,2006,Platform,Capcom,0.02,Other
8998,CSI: 3 Dimensions of Murder,PS2,2007,Adventure,Ubisoft,0.02,Other
9000,QuickSpot,DS,2006,Misc,Namco Bandai Games,0.0,Other
9002,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Sports,Konami Digital Entertainment,0.0,Other
9003,L.A. Rush,XB,2005,Racing,Midway Games,0.01,Other
9005,Where the Wild Things Are,DS,2009,Platform,Warner Bros. Interactive Entertainment,0.01,Other
9011,Jurassic: The Hunted,PS2,2009,Shooter,Activision,0.02,Other
9012,Power Rangers: Super Legends,PS2,2007,Action,Disney Interactive Studios,0.02,Other
9014,Shining Force CD,SCD,1994,Strategy,Sega,0.0,Other
9015,Rayman 3,GBA,2003,Platform,Ubisoft,0.0,Other
9017,The Fifth Element,PS,1998,Action,Sony Computer Entertainment,0.01,Other
9018,Kung Fu Panda 2,Wii,2011,Action,THQ,0.01,Other
9021,Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.01,Other
9022,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,Adventure,Nintendo,0.0,Other
9024,Haunted House,Wii,2010,Action,Atari,0.01,Other
9025,Ratatouille,GC,2007,Action,THQ,0.0,Other
9026,G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.03,Other
9028,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008,Role-Playing,Namco Bandai Games,0.0,Other
9032,Dishonored,XOne,2015,Action,Bethesda Softworks,0.01,Other
9034,G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,0.02,Other
9035,Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,0.02,Other
9037,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015,Action,Disney Interactive Studios,0.03,Other
9039,Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.01,Other
9042,Spider-Man: Edge of Time,DS,2011,Action,Activision,0.01,Other
9043,Monster House,PS2,2006,Adventure,THQ,0.02,Other
9045,Just Cause,X360,2006,Action,Eidos Interactive,0.01,Other
9047,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,0.01,Other
9049,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.01,Other
9050,Doshin the Giant,GC,2002,Simulation,Nintendo,0.0,Other
9051,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Misc,Activision,0.0,Other
9054,Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.01,Other
9055,Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft,0.02,Other
9057,Kamen Rider Ryuki,PS,2002,Action,Namco Bandai Games,0.01,Other
9060,FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,0.0,Other
9062,The Orange Box,PC,2007,Shooter,Electronic Arts,0.03,Other
9064,Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.01,Other
9067,Power Stone,DC,1998,Fighting,Eidos Interactive,0.0,Other
9069,Monster Lab,DS,2008,Role-Playing,Eidos Interactive,0.01,Other
9074,.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,0.0,Other
9075,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.01,Other
9076,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.02,Other
9077,SSX On Tour,XB,2005,Sports,Electronic Arts,0.01,Other
9078,NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.01,Other
9082,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.0,Other
9083,Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.01,Other
9085,Doom,GBA,2001,Shooter,Activision,0.0,Other
9086,Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0.0,Other
9089,PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.02,Other
9091,OutRun 2,XB,2004,Racing,Sega,0.01,Other
9092,Okami,PS3,2012,Action,Capcom,0.0,Other
9094,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.01,Other
9097,Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,Other
9099,Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,0.01,Other
9100,Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Role-Playing,Konami Digital Entertainment,0.0,Other
9102,NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.01,Other
9104,Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.02,Other
9106,Krull,2600,1982,Action,Atari,0.0,Other
9107,Yu-Gi-Oh! Monster Capture GB,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,Other
9111,The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.02,Other
9112,Watch Dogs,WiiU,2014,Action,Ubisoft,0.01,Other
9113,Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.01,Other
9115,Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ,0.01,Other
9116,MX vs. ATV Reflex,DS,2009,Racing,THQ,0.01,Other
9119,Dead to Rights,GC,2002,Shooter,Electronic Arts,0.0,Other
9120,Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.0,Other
9124,Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.01,Other
9127,NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.01,Other
9128,World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,0.02,Other
9130,Bravo Air Race,PS,1997,Racing,THQ,0.01,Other
9131,Onimusha Essentials,PS2,2008,Action,Capcom,0.02,Other
9132,Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.01,Other
9133,Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0.01,Other
9136,Just Cause 3,PC,2015,Action,Square Enix,0.01,Other
9138,Lord of the Rings: Tactics,PSP,2005,Strategy,Electronic Arts,0.02,Other
9140,Gretzky NHL 06,PS2,2005,Sports,Sony Computer Entertainment,0.02,Other
9142,Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,0.0,Other
9143,How to Train Your Dragon,X360,2010,Action,Activision,0.01,Other
9144,Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.01,Other
9145,My Fitness Coach: Club,PS3,2011,Sports,Ubisoft,0.04,Other
9146,NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.01,Other
9147,SingStar Vol. 3,PS3,2008,Misc,Sony Computer Entertainment,0.03,Other
9148,The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.01,Other
9149,Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.01,Other
9153,Bassmasters 2000,N64,1999,Sports,THQ,0.0,Other
9157,Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.02,Other
9158,Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0.0,Other
9159,Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.01,Other
9160,The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.02,Other
9162,Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.01,Other
9163,Monster House,GC,2006,Adventure,THQ,0.0,Other
9167,Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.02,Other
9168,Heroes over Europe,X360,2009,Simulation,Ubisoft,0.01,Other
9172,Monster Jam,DS,2007,Racing,Activision,0.01,Other
9174,Gyakuten Saiban 2,GBA,2002,Action,Capcom,0.0,Other
9175,Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.0,Other
9176,Skylanders Giants,3DS,2012,Action,Activision,0.01,Other
9178,Micro Machines,PS2,2002,Racing,Atari,0.02,Other
9183,Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0.02,Other
9184,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0.0,Other
9186,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.0,Other
9187,Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0.0,Other
9188,Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,0.01,Other
9190,Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.01,Other
9191,Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0.0,Other
9192,Dino Crisis 3,XB,2003,Action,Capcom,0.0,Other
9194,Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.01,Other
9195,NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.0,Other
9199,The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.01,Other
9200,Create,X360,2010,Action,Electronic Arts,0.01,Other
9201,Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.01,Other
9203,Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.01,Other
9204,Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,0.0,Other
9206,Transformers: Prime,WiiU,2012,Action,Activision,0.01,Other
9208,NCIS,X360,2011,Adventure,Ubisoft,0.01,Other
9209,Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0.0,Other
9210,Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,0.03,Other
9214,College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.01,Other
9217,Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.0,Other
9218,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.0,Other
9224,RockMan & Forte,SNES,1998,Platform,Capcom,0.0,Other
9226,NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.01,Other
9227,Science Papa,Wii,2009,Misc,Activision,0.01,Other
9228,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0.0,Other
9229,MySims Collection,Wii,2010,Misc,Electronic Arts,0.01,Other
9231,Football Manager 2012,PSP,2011,Sports,Sega,0.04,Other
9232,Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0.0,Other
9233,FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,0.0,Other
9234,Rayman Arena,GC,2002,Racing,Ubisoft,0.0,Other
9235,PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.01,Other
